Trial1_A0	Trial2_A0	Trial3_A0	Trial4_A0
11.75171782518165	11.75171782518165	11.75171782518165	11.75171782518165
11.300829911168206	11.300829911168206	11.300829911168206	11.300829911168206
11.116656250991012	11.116656250991012	11.116656250991012	11.116656250991012
10.825354641427571	10.825354641427571	10.825354641427571	10.825354641427571
10.778565162455642	10.778565162455642	10.778565162455642	10.778565162455642
10.543240757119653	10.543240757119653	10.543240757119653	10.543240757119653
10.388713026011144	10.388713026011144	10.388713026011144	10.388713026011144
10.606357040734682	10.606357040734682	10.606357040734682	10.606357040734682
10.863497673491194	10.863497673491194	10.863497673491194	10.863497673491194
10.943743707165925	10.943743707165925	10.943743707165925	10.943743707165925
11.37489810758784	11.37489810758784	11.37489810758784	11.37489810758784
11.538345161073902	11.538345161073902	11.538345161073902	11.538345161073902
12.105013659374242	12.105013659374242	12.105013659374242	12.105013659374242
12.45134286619719	12.45134286619719	12.45134286619719	12.45134286619719
12.874917740567897	12.874917740567897	12.874917740567897	12.874917740567897
13.548150094410227	13.548150094410227	13.548150094410227	13.548150094410227
14.206383356011957	14.206383356011957	14.206383356011957	14.206383356011957
14.788608615346527	14.788608615346527	14.788608615346527	14.788608615346527
15.43079685571585	15.43079685571585	15.43079685571585	15.43079685571585
15.459838447661678	15.459838447661678	15.459838447661678	15.459838447661678
16.066661607497117	16.066661607497117	16.066661607497117	16.066661607497117
17.057897965708612	17.057897965708612	17.057897965708612	17.057897965708612
17.71114476607147	17.71114476607147	17.71114476607147	17.71114476607147
19.04607116537645	19.04607116537645	19.04607116537645	19.04607116537645
20.037747682636752	20.037747682636752	20.037747682636752	20.037747682636752
21.062921739886807	21.062921739886807	21.062921739886807	21.062921739886807
22.470429131017838	22.470429131017838	22.470429131017838	22.470429131017838
23.261276032235095	23.261276032235095	23.261276032235095	23.261276032235095
24.44385049513329	24.44385049513329	24.44385049513329	24.44385049513329
25.08074156688182	25.08074156688182	25.08074156688182	25.08074156688182
25.48285665760341	25.48285665760341	25.48285665760341	25.48285665760341
25.61708442220087	25.61708442220087	25.61708442220087	25.61708442220087
26.15472467477658	26.15472467477658	26.15472467477658	26.15472467477658
26.703508809657784	26.703508809657784	26.703508809657784	26.703508809657784
27.510897225103562	27.510897225103562	27.510897225103562	27.510897225103562
27.64002426578415	27.64002426578415	27.64002426578415	27.64002426578415
28.008191916099207	28.008191916099207	28.008191916099207	28.008191916099207
29.078804705313104	29.078804705313104	29.078804705313104	29.078804705313104
30.329087067309576	30.329087067309576	30.329087067309576	30.329087067309576
31.127320419280736	31.127320419280736	31.127320419280736	31.127320419280736
32.02558425801359	32.02558425801359	32.02558425801359	32.02558425801359
32.438706954346266	32.438706954346266	32.438706954346266	32.438706954346266
32.62884807268874	32.62884807268874	32.62884807268874	32.62884807268874
33.39136138546928	33.39136138546928	33.39136138546928	33.39136138546928
33.38129534994781	33.38129534994781	33.38129534994781	33.38129534994781
33.51996241155848	33.51996241155848	33.51996241155848	33.51996241155848
32.87086355876743	32.87086355876743	32.87086355876743	32.87086355876743
32.13028391146562	32.13028391146562	32.13028391146562	32.13028391146562
31.45750997107472	31.45750997107472	31.45750997107472	31.45750997107472
30.311740236545077	30.311740236545077	30.311740236545077	30.311740236545077
29.725350123781368	29.725350123781368	29.725350123781368	29.725350123781368
29.27967226938258	29.27967226938258	29.27967226938258	29.27967226938258
28.733122567098842	28.733122567098842	28.733122567098842	28.733122567098842
28.571452410871423	28.571452410871423	28.571452410871423	28.571452410871423
27.65349962528468	27.65349962528468	27.65349962528468	27.65349962528468
26.8787560947632	26.8787560947632	26.8787560947632	26.8787560947632
26.219707740044324	26.219707740044324	26.219707740044324	26.219707740044324
25.360773074073663	25.360773074073663	25.360773074073663	25.360773074073663
24.352347255628867	24.352347255628867	24.352347255628867	24.352347255628867
23.747210658155016	23.747210658155016	23.747210658155016	23.747210658155016
22.685954817284884	22.685954817284884	22.685954817284884	22.685954817284884
21.829041860615952	21.829041860615952	21.829041860615952	21.829041860615952
21.296731780870285	21.296731780870285	21.296731780870285	21.296731780870285
20.4046688902844	20.4046688902844	20.4046688902844	20.4046688902844
19.692186951054076	19.692186951054076	19.692186951054076	19.692186951054076
